0 2 -1
0.1 1.8 -0.9
0.2 1.6 -0.8
0.3 1.4 -0.7
0.4 1.2 -0.6
0.5 1 -0.5
0.6 0.8 -0.4
0.7 0.6 -0.3
0.8 0.4 -0.2
0.9 0.2 -0.1
1 0 0
0 1.8 -0.9
0.09 1.62 -0.81
0.18 1.44 -0.72
0.27 1.26 -0.63
0.36 1.08 -0.54
0.45 0.9 -0.45
0.54 0.72 -0.36
0.63 0.54 -0.27
0.72 0.36 -0.18
0.81 0.18 -0.09
0.9 0 0
0 1.6 -0.8
0.08 1.44 -0.72
0.16 1.28 -0.64
0.24 1.12 -0.56
0.32 0.96 -0.48
0.4 0.8 -0.4
0.48 0.64 -0.32
0.56 0.48 -0.24
0.64 0.32 -0.16
0.72 0.16 -0.08
0.8 0 0
0 1.4 -0.7
0.07 1.26 -0.63
0.14 1.12 -0.56
0.21 0.98 -0.49
0.28 0.84 -0.42
0.35 0.7 -0.35
0.42 0.56 -0.28
0.49 0.42 -0.21
0.56 0.28 -0.14
0.63 0.14 -0.07
0.7 0 0
0 1.2 -0.6
0.06 1.08 -0.54
0.12 0.96 -0.48
0.18 0.84 -0.42
0.24 0.72 -0.36
0.3 0.6 -0.3
0.36 0.48 -0.24
0.42 0.36 -0.18
0.48 0.24 -0.12
0.54 0.12 -0.06
0.6 0 0
0 1 -0.5
0.05 0.9 -0.45
0.1 0.8 -0.4
0.15 0.7 -0.35
0.2 0.6 -0.3
0.25 0.5 -0.25
0.3 0.4 -0.2
0.35 0.3 -0.15
0.4 0.2 -0.1
0.45 0.1 -0.05
0.5 0 0
0 0.8 -0.4
0.04 0.72 -0.36
0.08 0.64 -0.32
0.12 0.56 -0.28
0.16 0.48 -0.24
0.2 0.4 -0.2
0.24 0.32 -0.16
0.28 0.24 -0.12
0.32 0.16 -0.08
0.36 0.08 -0.04
0.4 0 0
0 0.6 -0.3
0.03 0.54 -0.27
0.06 0.48 -0.24
0.09 0.42 -0.21
0.12 0.36 -0.18
0.15 0.3 -0.15
0.18 0.24 -0.12
0.21 0.18 -0.09
0.24 0.12 -0.06
0.27 0.06 -0.03
0.3 0 0
0 0.4 -0.2
0.02 0.36 -0.18
0.04 0.32 -0.16
0.06 0.28 -0.14
0.08 0.24 -0.12
0.1 0.2 -0.1
0.12 0.16 -0.08
0.14 0.12 -0.06
0.16 0.08 -0.04
0.18 0.04 -0.02
0.2 0 0
0 0.2 -0.1
0.01 0.18 -0.09
0.02 0.16 -0.08
0.03 0.14 -0.07
0.04 0.12 -0.06
0.05 0.1 -0.05
0.06 0.08 -0.04
0.07 0.06 -0.03
0.08 0.04 -0.02
0.09 0.02 -0.01
0.1 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
